product_name,upc_code,cndcfi,category_description,form,strength,package_size,sales_price,measurement_name,manufacture_name,category_name,expire_date,
"FIBERCON 625 MG CAPLET","00005250033","1","GASTROINTESTINAL","TABLET","625 MG",90.000,11.62,"TAB","PFIZER CONS.HLT","OT",/  /
"KAOPECTATE 262 MG/15 ML SUSP","00009033303","1","GASTROINTESTINAL","SUSPENSION, ORAL (FINAL DOSE FORM)","262MG/15ML",236.000,4.40,"ML","CHATTEM CONS PR","OT",/  /
"KAOPECTATE 262 MG/15 ML SUSP","00009040002","1","GASTROINTESTINAL","SUSPENSION, ORAL (FINAL DOSE FORM)","262MG/15ML",236.000,4.40,"ML","CHATTEM CONS PR","OT",/  /
"KAOPECTATE 240 MG SOFTGEL","00009361002","1","GASTROINTESTINAL","CAPSULE","240 MG",30.000,7.81,"CAP","CHATTEM CONS PR","OT",/  /
"KAOPECTATE 240 MG SOFTGEL","00009361003","1","GASTROINTESTINAL","CAPSULE","240 MG",100.000,17.44,"CAP","CHATTEM CONS PR","OT",/  /
"REFRESH P.M. OINTMENT","00023024004","1","EENT PREPS","OINTMENT (GRAM)","42.5-57.3%",3.500,10.30,"GM","ALLERGAN INC.","OT",/  /
"REFRESH LACRI-LUBE OINTMENT","00023031204","1","EENT PREPS","OINTMENT (GRAM)","42.5-56.8%",3.500,11.72,"GM","ALLERGAN INC.","OT",/  /
"REFRESH LACRI-LUBE OINTMENT","00023031207","1","EENT PREPS","OINTMENT (GRAM)","42.5-56.8%",7.000,20.29,"GM","ALLERGAN INC.","OT",/  /
"REFRESH PLUS 0.5% EYE DROPS","00023040330","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.5 %",30.000,9.90,"ML","ALLERGAN INC.","OT",/  /
"REFRESH PLUS 0.5% EYE DROPS","00023040350","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.5 %",50.000,15.36,"ML","ALLERGAN INC.","OT",/  /
"REFRESH PLUS 0.5% EYE DROPS","00023040370","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.5 %",70.000,20.96,"ML","ALLERGAN INC.","OT",/  /
"REFRESH CLASSIC EYE DROPS","00023050601","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","1.4 %-0.6%",30.000,10.33,"ML","ALLERGAN INC.","OT",/  /
"REFRESH CLASSIC EYE DROPS","00023050650","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","1.4 %-0.6%",50.000,15.78,"ML","ALLERGAN INC.","OT",/  /
"REFRESH TEARS 0.5% EYE DROP","00023079801","1","EENT PREPS","DROPS","0.5 %",15.000,6.86,"ML","ALLERGAN INC.","OT",/  /
"REFRESH TEARS 0.5% EYE DROP","00023079815","1","EENT PREPS","DROPS","0.5 %",15.000,9.47,"ML","ALLERGAN INC.","OT",/  /
"REFRESH CONTACTS EYE DROPS","00023182212","7","EENT PREPS","DROPS","",12.000,5.88,"ML","ALLERGAN INC.","OT",/  /
"REFRESH OPTIVE EYE DROPS","00023324001","1","EENT PREPS","DROPS","0.5%-0.9%",15.000,8.18,"ML","ALLERGAN INC.","OT",/  /
"REFRESH OPTIVE EYE DROPS","00023324015","1","EENT PREPS","DROPS","0.5%-0.9%",15.000,11.14,"ML","ALLERGAN INC.","OT",/  /
"REFRESH OPTIVE SENSITIVE DROPS","00023341630","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.5%-0.9%",30.000,11.62,"ML","ALLERGAN INC.","OT",/  /
"REFRESH OPTIVE SENSITIVE DROPS","00023341660","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.5%-0.9%",60.000,20.33,"ML","ALLERGAN INC.","OT",/  /
"REFRESH OPTIVE ADVANCED DROPS","00023430710","1","EENT PREPS","DROPS","0.5-1-0.5%",10.000,11.70,"ML","ALLERGAN INC.","OT",/  /
"REFRESH OPTIVE ADVANCED DROPS","00023430720","1","EENT PREPS","DROPS","0.5-1-0.5%",10.000,8.84,"ML","ALLERGAN INC.","OT",/  /
"REFRESH OPTIVE ADVANCED DROPS","00023449130","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.5-1-0.5%",30.000,13.09,"ML","ALLERGAN INC.","OT",/  /
"REFRESH CELLUVISC 1% EYE DROPS","00023455430","1","EENT PREPS","DROPPERETTE, GEL","1 %",30.000,11.62,"ML","ALLERGAN INC.","OT",/  /
"REFRESH REPAIR 0.5-0.9% DROP","00023460710","1","EENT PREPS","DROPS","0.5%-0.9%",10.000,12.59,"ML","ALLERGAN INC.","OT",08/01/2019
"REFRESH OPTIVE GEL EYE DROPS","00023545910","1","EENT PREPS","DROPS, GEL (ML)","1 %-0.9 %",10.000,11.99,"ML","ALLERGAN INC.","OT",/  /
"REFRESH OPTIVE MEGA-3 DROPS","00023577330","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.5-1-0.5%",30.000,15.35,"ML","ALLERGAN INC.","OT",/  /
"REFRESH RELIEVA 0.5-0.9% DROP","00023663010","1","EENT PREPS","DROPS","0.5%-0.9%",10.000,12.59,"ML","ALLERGAN INC.","OT",/  /
"REFRESH RELIEVA PF 0.5-0.9%","00023663401","1","EENT PREPS","DROPS","0.5%-0.9%",10.000,0.00,"ML","ALLERGAN INC.","OT",/  /
"REFRESH RELIEVA PF 0.5-0.9%","00023663410","1","EENT PREPS","DROPS","0.5%-0.9%",10.000,13.91,"ML","ALLERGAN INC.","OT",/  /
"REFRESH DIGITAL EYE DROPS","00023695210","1","EENT PREPS","DROPS","0.5-1-0.5%",10.000,11.70,"ML","ALLERGAN INC.","OT",/  /
"REFRESH DIGITAL PF EYE DROPS","00023695430","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.5-1-0.5%",30.000,13.09,"ML","ALLERGAN INC.","OT",/  /
"REFRESH LIQUIGEL 1% EYE DROP","00023920502","1","EENT PREPS","DROPS, LIQUID GEL","1 %",15.000,6.86,"ML","ALLERGAN INC.","OT",02/01/2018
"REFRESH LIQUIGEL 1% EYE DROP","00023920515","1","EENT PREPS","DROPS, LIQUID GEL","1 %",15.000,9.47,"ML","ALLERGAN INC.","OT",/  /
"OXYTROL FOR WOMEN 3.9 MG/24HR","00023963701","1","UNCLASSIFIED DRUG PRODUCTS","PATCH,TRANSDERMAL 4 DAY","3.9MG/24HR",1.000,0.00,"PATCH","ALLERGAN INC.","OT",/  /
"OXYTROL FOR WOMEN 3.9 MG/24HR","00023963704","1","UNCLASSIFIED DRUG PRODUCTS","PATCH,TRANSDERMAL 4 DAY","3.9MG/24HR",4.000,13.20,"TDP","ALLERGAN INC.","OT",/  /
"OXYTROL FOR WOMEN 3.9 MG/24HR","00023963708","1","UNCLASSIFIED DRUG PRODUCTS","PATCH,TRANSDERMAL 4 DAY","3.9MG/24HR",8.000,23.82,"TDP","ALLERGAN INC.","OT",/  /
"NEO-SYNEPHRINE 0.25% SPRAY","00024134803","1","EENT PREPS","SPRAY, NON-AEROSOL (ML)","0.25 %",15.000,4.49,"ML","BAYER INC/FOUND","OT",/  /
"NEO-SYNEPHRINE 1% SPRAY","00024135202","1","EENT PREPS","SPRAY, NON-AEROSOL (ML)","1 %",15.000,6.49,"ML","BAYER INC/FOUND","OT",/  /
"NEO-SYNEPHRINE 0.5% SPRAY","00024135301","1","EENT PREPS","SPRAY, NON-AEROSOL (ML)","0.5 %",15.000,6.49,"ML","BAYER INC/FOUND","OT",/  /
"CAMPHO-PHENIQUE ANTISEPTIC","00024515006","1","SKIN PREPS","SOLUTION, NON-ORAL","10.8-4.7%",45.000,6.69,"ML","BAYER INC.","OT",/  /
"DIMETAPP COLD-COUGH LIQUID","00031223413","1","COUGH/COLD PREPARATIONS","SOLUTION, ORAL","1-2.5-5/5",118.000,7.99,"ML","PFIZER CONS.HLT","OT",/  /
"DIMETAPP COLD-COUGH LIQUID","00031223419","1","COUGH/COLD PREPARATIONS","SOLUTION, ORAL","1-2.5-5/5",237.000,11.59,"ML","PFIZER CONS.HLT","OT",/  /
"DIMETAPP COLD & ALLERGY ELIXIR","00031223513","1","ANTIHISTAMINE AND DECONGESTANT COMBINATION","SOLUTION, ORAL","1-2.5 MG/5",118.000,7.99,"ML","PFIZER CONS.HLT","OT",/  /
"DIMETAPP COLD & ALLERGY ELIXIR","00031223519","1","ANTIHISTAMINE AND DECONGESTANT COMBINATION","SOLUTION, ORAL","1-2.5 MG/5",237.000,11.59,"ML","PFIZER CONS.HLT","OT",/  /
"DIMETAPP LONG-ACTING COUGH LIQ","00031223813","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","1-7.5 MG/5",118.000,7.99,"ML","PFIZER CONS.HLT","OT",06/20/2018
"DIMETAPP COLD-CONGEST LIQUID","00031224713","1","ANTIHISTAMINE AND DECONGESTANT COMBINATION","LIQUID (ML)","2.5-6.25/5",118.000,7.99,"ML","PFIZER CONS.HLT","OT",/  /
"CHILDREN DIMETAPP M-S COLD-FLU","00031224904","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","6.25-160/5",118.000,7.99,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN ER 30 MG/5 ML SUSP","00031865510","1","COUGH/COLD PREPARATIONS","SUSPENSION, EXTENDED RELEASE 12 HR","30 MG/5 ML",89.000,14.39,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN LONG-ACTING LIQ","00031869312","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","1-7.5 MG/5",118.000,7.99,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN PEDIATRIC COUGH SYP","00031869412","1","COUGH/COLD PREPARATIONS","SYRUP","7.5 MG/5ML",118.000,7.99,"ML","PFIZER CONS.HLT","OT",12/03/2018
"CHLD ROBITUSSIN COUGH-CHEST DM","00031871510","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","100-5 MG/5",118.000,7.99,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN COUGH-COLD CF LIQ","00031871612","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","50-5-2.5/5",118.000,7.99,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN NIGHTTIME COUGH DM","00031871818","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","7.5-3.125",237.000,10.79,"ML","PFIZER CONS.HLT","OT",06/12/2019
"ROBITUSSIN COUGH-CHEST-CONG DM","00031871920","1","COUGH/COLD PREPARATIONS","CAPSULE","200MG-10MG",20.000,8.29,"CAP","PFIZER CONS.HLT","OT",/  /
"CHILD ROBITUSSIN ER 30 MG/5 ML","00031872510","1","COUGH/COLD PREPARATIONS","SUSPENSION, EXTENDED RELEASE 12 HR","30 MG/5 ML",89.000,12.99,"ML","PFIZER CONS.HLT","OT",08/13/2018
"ADULT ROBITUSSIN PEAK COLD DM","00031873612","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","100-10MG/5",118.000,7.49,"ML","PFIZER CONS.HLT","OT",11/15/2018
"ADULT ROBITUSSIN PEAK COLD DM","00031873618","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","100-10MG/5",237.000,10.49,"ML","PFIZER CONS.HLT","OT",01/23/2019
"ADULT ROBITUSSIN PEAK COLD DM","00031873642","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","100-10MG/5",355.000,11.99,"ML","PFIZER CONS.HLT","OT",07/31/2019
"ADULT ROBITUSSIN PEAK COLD DM","00031873712","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","100-10MG/5",118.000,7.49,"ML","PFIZER CONS.HLT","OT",02/11/2019
"ROBITUSSIN COUGH-CHEST DM LIQ","00031873912","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","100-5 MG/5",118.000,8.99,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN COUGH-CHEST DM LIQ","00031873918","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","100-5 MG/5",237.000,12.99,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN COUGH-CHEST DM LIQ","00031873942","7","COUGH/COLD PREPARATIONS","LIQUID (ML)","100-5 MG/5",355.000,17.99,"ML","WYETH CONSUMER","OT",/  /
"ROBITUSSIN 15 MG COUGHGELS","00031874120","1","COUGH/COLD PREPARATIONS","CAPSULE","15 MG",20.000,8.29,"CAP","PFIZER CONS.HLT","OT",10/16/2019
"ADT ROBITUSSIN PEAK CLD M-S LQ","00031874214","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","100-10-5MG",118.000,7.49,"ML","PFIZER CONS.HLT","OT",10/23/2018
"ADT ROBITUSSIN PEAK CLD M-S LQ","00031874220","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","100-10-5MG",237.000,10.49,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN COUGH-SORE THROAT","00031875018","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","325-10/10",237.000,13.19,"ML","WYETH/PFIZER","OT",/  /
"ROBITUSSIN COLD-FLU NIGHT LIQ","00031875218","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","5-325MG/10",237.000,15.59,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN ER 30 MG/5 ML SUSP","00031875303","1","COUGH/COLD PREPARATIONS","SUSPENSION, EXTENDED RELEASE 12 HR","30 MG/5 ML",89.000,15.59,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN ER 30 MG/5 ML SUSP","00031875515","1","COUGH/COLD PREPARATIONS","SUSPENSION, EXTENDED RELEASE 12 HR","30 MG/5 ML",148.000,20.75,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN COUGH-CHEST DM LIQ","00031875712","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","50-5MG/5ML",118.000,8.99,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN COUGH-CHEST DM LIQ","00031875718","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","50-5MG/5ML",237.000,10.49,"ML","PFIZER CONS.HLT","OT",/  /
"ROBITUSSIN COUGH-CHEST DM LIQ","00031875912","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","50-5MG/5ML",118.000,7.49,"ML","PFIZER CONS.HLT","OT",/  /
"PROCTOFOAM 1% FOAM","00037682315","1","GASTROINTESTINAL","FOAM (GRAM)","1 %",15.000,97.38,"GM","MEDA/MYLAN SPEC","OT",/  /
"PIXEL COVID19 HOME COLLECT KIT","00042022224","4","DIAGNOSTIC","MISCELLANEOUS","",1.000,142.80,"KIT","LABCORP","OT",/  /
"GAS-X EX-STR 125 MG TAB CHEW","00043001718","1","GASTROINTESTINAL","TABLET,CHEWABLE","125 MG",18.000,4.48,"TAB","NOVARTIS/GSK CO","OT",/  /
"GAS-X EX-STR 125 MG TAB CHEW","00043011718","1","GASTROINTESTINAL","TABLET,CHEWABLE","125 MG",18.000,4.48,"TAB","NOVARTIS/GSK CO","OT",/  /
"GAS-X EX-STR 125 MG TAB CHEW","00043011748","1","GASTROINTESTINAL","TABLET,CHEWABLE","125 MG",48.000,8.60,"TAB","NOVARTIS/GSK CO","OT",/  /
"GAS-X EXTRA STRENGTH SOFTGEL","00043013410","1","GASTROINTESTINAL","CAPSULE","125 MG",10.000,2.32,"CAP","NOVARTIS/GSK CO","OT",/  /
"GAS-X THIN STRIPS","00043015018","1","GASTROINTESTINAL","STRIP","62.5 MG",18.000,4.31,"STRIP","NOVARTIS/GSK CO","OT",/  /
"GAS-X ULTRA STRENGTH SOFTGEL","00043627418","1","GASTROINTESTINAL","CAPSULE","180 MG",18.000,5.54,"CAP","NOVARTIS/GSK CO","OT",/  /
"GAS-X ULTRA STRENGTH SOFTGEL","00043627450","1","GASTROINTESTINAL","CAPSULE","180 MG",50.000,12.77,"CAP","NOVARTIS/GSK CO","OT",/  /
"GAS-X EXTRA STRENGTH SOFTGEL","00043627520","1","GASTROINTESTINAL","CAPSULE","125 MG",20.000,4.48,"CAP","NOVARTIS/GSK CO","OT",/  /
"GAS-X EXTRA STRENGTH SOFTGEL","00043627550","1","GASTROINTESTINAL","CAPSULE","125 MG",50.000,9.98,"CAP","NOVARTIS/GSK CO","OT",/  /
"TRIAMINIC NIGHTTIME COLD-COUGH","00043634404","1","ANTIHISTAMINE AND DECONGESTANT COMBINATION","LIQUID (ML)","2.5-6.25/5",118.000,5.94,"ML","NOVARTIS/GSK CO","OT",/  /
"TRIAMINIC DAYTIME COLD-COUGH","00043634504","1","COUGH/COLD PREPARATIONS","LIQUID (ML)","5-2.5 MG/5",118.000,5.94,"ML","NOVARTIS/GSK CO","OT",/  /
"GAS-X EXTRA STRENGTH SOFTGEL","00043900572","1","GASTROINTESTINAL","CAPSULE","125 MG",72.000,11.75,"CAP","NOVARTIS/GSK CO","OT",/  /
"IMODIUM A-D 2 MG SOFTGEL","00045013712","7","GASTROINTESTINAL","CAPSULE","2 MG",12.000,6.52,"CAP","J&J CONS INC. M","OT",/  /
"CHILD TYLENOL COLD-COUGH-RUNNY","00045016104","7","COUGH/COLD PREPARATIONS","SUSPENSION, ORAL (FINAL DOSE FORM)","5-160-1/5",120.000,6.74,"ML","J&J CONS INC. M","OT",/  /
"CHILDREN'S MOTRIN 100 MG/5 ML","00045018404","7","ANTIARTHRITICS","SUSPENSION, ORAL (FINAL DOSE FORM)","100 MG/5ML",120.000,6.30,"ML","J&J CONS INC. M","OT",/  /
"CHILDREN'S MOTRIN 100 MG/5 ML","00045018409","7","ANTIARTHRITICS","SUSPENSION, ORAL (FINAL DOSE FORM)","100 MG/5ML",120.000,5.15,"ML","J&J CONS INC. M","OT",/  /
"CHILDREN'S MOTRIN 100 MG/5 ML","00045019204","7","ANTIARTHRITICS","SUSPENSION, ORAL (FINAL DOSE FORM)","100 MG/5ML",120.000,6.30,"ML","J&J CONS INC. M","OT",/  /
"ZYRTEC 10 MG LIQUID GELS","00045020444","7","ANTIHISTAMINES","CAPSULE","10 MG",40.000,25.10,"CAP","J&J CONS INC. M","OT",/  /
"TYLENOL 8 HOUR 650 MG CAPLET","00045029721","7","ANALGESICS","TABLET, EXTENDED RELEASE","650 MG",100.000,11.59,"TAB","J&J CONS INC. M","OT",/  /
"MOTRIN IB 200 MG LIQUID GEL","00045040920","7","ANTIARTHRITICS","CAPSULE","200 MG",20.000,4.06,"CAP","J&J CONS INC. M","OT",/  /
"MOTRIN IB 200 MG CAPLET","00045048101","7","ANTIARTHRITICS","TABLET","200 MG",100.000,9.32,"TAB","J&J CONS INC. M","OT",/  /
"TYLENOL ARTHRITIS ER 650 MG TB","00045083821","7","ANALGESICS","TABLET, EXTENDED RELEASE","650 MG",100.000,11.59,"TAB","J&J CONS INC. M","OT",08/21/2020
"MILK OF MAGNESIA CONCENTRATED","00054356749","1","GASTROINTESTINAL","SUSPENSION, ORAL (FINAL DOSE FORM)","2400 MG/10",100.000,4.85,"ML","ROXANE/WEST-WAR","OT",11/06/2019
"MILK OF MAGNESIA CONCENTRATED","00054356761","1","GASTROINTESTINAL","SUSPENSION, ORAL (FINAL DOSE FORM)","2400 MG/10",400.000,9.06,"ML","ROXANE/WEST-WAR","OT",08/21/2019
"NAPHCON-A EYE DROPS","00065008515","1","EENT PREPS","DROPS","0.025-0.3%",15.000,9.02,"ML","ALCON CONSUMER","OT",/  /
"NAPHCON-A EYE DROPS","00065008538","1","EENT PREPS","DROPS","0.025-0.3%",30.000,9.02,"ML","ALCON CONSUMER","OT",02/28/2019
"NAPHCON-A EYE DROPS","00065008542","1","EENT PREPS","DROPS","0.025-0.3%",5.000,3.32,"ML","ALCON CONSUMER","OT",/  /
"OPTI-FREE DAILY CLEANER","00065010620","7","MISCELLANEOUS MEDICAL SUPPLIES, DEVICES, NON-DRUG","LIQUID (ML)","",20.000,9.48,"ML","ALCON CONSUMER","OT",07/05/2019
"SYSTANE CONTACTS DROPS","00065019093","7","MISCELLANEOUS MEDICAL SUPPLIES, DEVICES, NON-DRUG","DROPS","",12.000,9.25,"ML","ALCON CONSUMER","OT",/  /
"CLERZ PLUS LENS DROPS","00065019205","7","MISCELLANEOUS MEDICAL SUPPLIES, DEVICES, NON-DRUG","DROPS","",5.000,0.22,"ML","ALCON CONSUMER","OT",07/05/2019
"CLERZ PLUS LENS DROPS","00065019210","7","MISCELLANEOUS MEDICAL SUPPLIES, DEVICES, NON-DRUG","DROPS","",8.000,0.32,"ML","ALCON CONSUMER","OT",07/05/2019
"OPTI-FREE REPLENISH SOLUTION","00065035604","7","MISCELLANEOUS MEDICAL SUPPLIES, DEVICES, NON-DRUG","SOLUTION, NON-ORAL","",118.000,4.74,"ML","ALCON CONSUMER","OT",/  /
"GENTEAL TEARS 0.1%-0.3% DROP","00065041663","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.1%-0.3%",36.000,10.80,"ML","ALCON CONSUMER","OT",/  /
"GENTEAL TEARS 0.1%-0.3% DROP","00065041880","1","EENT PREPS","DROPS","0.1%-0.3%",30.000,13.20,"ML","ALCON CONSUMER","OT",/  /
"GENTEAL TEARS 0.1%-0.3% DROP","00065041881","1","EENT PREPS","DROPS","0.1%-0.3%",15.000,7.20,"ML","ALCON CONSUMER","OT",/  /
"BION TEARS EYE DROP","00065041918","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.1%-0.3%",28.000,14.04,"ML","ALCON CONSUMER","OT",/  /
"GENTEAL TEARS 0.1%-0.2%-0.3%","00065042636","1","EENT PREPS","DROPS","0.1-.3-.2%",15.000,7.20,"ML","ALCON CONSUMER","OT",/  /
"GENTEAL TEARS 0.1%-0.2%-0.3%","00065042637","1","EENT PREPS","DROPS","0.1-.3-.2%",30.000,13.20,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE 0.3-0.4% EYE DROPS","00065042915","1","EENT PREPS","DROPS","0.3 %-0.4%",15.000,10.75,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE 0.3-0.4% EYE DROPS","00065042921","1","EENT PREPS","DROPS","0.3 %-0.4%",10.000,8.53,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE 0.3-0.4% EYE DROPS","00065042930","1","EENT PREPS","DROPS","0.3 %-0.4%",30.000,17.18,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE 0.3-0.4% EYE DROPS","00065042967","1","EENT PREPS","DROPS","0.3 %-0.4%",40.000,22.68,"ML","ALCON CONSUMER","OT",04/30/2018
"SYSTANE 0.3-0.4% EYE DROP","00065043133","1","EENT PREPS","DROPPERETTE, SINGLE-USE DROP DISPENSER","0.3 %-0.4%",30.000,11.68,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE GEL EYE DROPS","00065045407","1","EENT PREPS","DROPS, GEL (ML)","0.3 %-0.4%",10.000,11.45,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE 0.3% EYE GEL","00065047401","1","EENT PREPS","GEL (GRAM)","0.3 %",10.000,10.80,"GM","ALCON CONSUMER","OT",/  /
"SYSTANE COMPLETE 0.6% EYE DROP","00065048101","1","EENT PREPS","DROPS","0.6 %",1.500,0.00,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE COMPLETE 0.6% EYE DROP","00065048110","1","EENT PREPS","DROPS","0.6 %",10.000,12.24,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE COMPLETE 0.6% EYE DROP","00065048111","1","EENT PREPS","DROPS","0.6 %",10.000,10.04,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE COMPLETE 0.6% EYE DROP","00065048155","1","EENT PREPS","DROPS","0.6 %",5.000,6.90,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE NIGHTTIME EYE OINTMENT","00065050935","1","EENT PREPS","OINTMENT (GRAM)","3 %-94 %",3.500,9.78,"GM","ALCON CONSUMER","OT",/  /
"GENTEAL TEARS SEVERE 3%-94%","00065051801","1","EENT PREPS","OINTMENT (GRAM)","3 %-94 %",3.500,7.80,"GM","ALCON CONSUMER","OT",/  /
"EYE-STREAM SOLUTION","00065053001","1","EENT PREPS","SOLUTION, IRRIGATION","",30.000,21.96,"ML","ALCON CONSUMER","OT",/  /
"EYE-STREAM SOLUTION","00065053004","1","EENT PREPS","SOLUTION, IRRIGATION","",120.000,33.60,"ML","ALCON CONSUMER","OT",/  /
"SYSTANE ULTRA 0.4-0.3% EYE DRP","00065143105","1","EENT PREPS","DROPS","0.3 %-0.4%",10.000,10.75,"ML","ALCON CONSUMER","OT",/  /
